id,title,context,question,answers
5727dd9c4b864d1900163f181,etica1,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué secciones del mapa mental pueden ser modificadas para satisfacer las necesidades individuales del estudiante?,"{'answer_start': [176], 'text': ['Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario']}"
5727dd9c4b864d1900163f185,etica1,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué secciones del mapa mental pueden ser personalizadas de acuerdo con las experiencias del estudiante universitario?,"{'answer_start': [176], 'text': ['Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario']}"
5727dd9c4b864d1900163f632,etica2,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:",¿Qué áreas clave de la experiencia estudiantil universitaria se sugieren como ramas principales?,"{'answer_start': [], 'text': ['No se sugieren específicamente en las instrucciones']}"
5727dd9c4b864d1900163f283,etica2,"1. Introducción:
○ Presenta el tema de los cuestionamientos éticos y morales en el ámbito
profesional, con un enfoque específico en el campo de TI.",¿Qué sector específico del conocimiento trata el ensayo en relación con la ética y la moral?,"{'answer_start': [107], 'text': ['un enfoque específico en el campo de TI.']}"
5727dd9c4b864d1900163f21,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué sección del mapa mental representa aspectos específicos de la experiencia académica?,"{'answer_start': [205], 'text': ['Ramificaciones secundarias']}"
5727dd9c4b864d1900163f484,etica2,"Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.
Reflexiona sobre las posibles consecuencias negativas de la falta de ética y moral en el trabajo de los profesionales de TI.","¿Qué efectos adversos pueden experimentar los individuos debido a los dilemas éticos en el campo de TI, según se examina en el texto?","{'answer_start': [153], 'text': ['posibles consecuencias negativas de la falta de ética y moral en el trabajo de los profesionales de TI']}"
5727dd9c4b864d1900163f1371,qualityLab3,"Tanto si encuentra una herramienta que permita aplicar la técnica o si no la encuentra, se debe explicar mediante un ejemplo como se aplica la técnica. El objetivo de esta explicación es que los alumnos puedan entender como se desarrolla la técnica manualmente, para esto se explicara con un ejemplo la técnica y se propondrá otro para que lo desarrollen los alumnos en clase.",¿Qué se espera lograr con esta explicación?,"{'answer_start': [187], 'text': ['que los alumnos puedan entender como se desarrolla la técnica manualmente']}"
5727dd9c4b864d1900163f850,TIC,"Metodología: Debe estar redactada en pasado e impersonal. Abarca tres aspectos: área de estudio, procedimiento, procesamiento y análisis de datos.",¿Cómo se debe redactar la sección de metodología para garantizar la objetividad y la precisión?,"{'answer_start': [13], 'text': ['Debe estar redactada en pasado e impersonal. Abarca tres aspectos: área de estudio, procedimiento, procesamiento y análisis de datos']}"
5727dd9c4b864d1900163f972,hvpin1,"La tarea descrita deberá realizarla mediante el uso de librerías de visión por computador, al finalizar enviarla al EVA-UNL hasta las 23:59 pm del día Lunes 13 de Noviembre de 2023.",¿Cuándo se requiere tener listo el trabajo para enviarlo?,"{'answer_start': [151], 'text': ['Lunes 13 de Noviembre de 2023']}"
5727dd9c4b864d1900163f249,etica1,"1. Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.
2. Ramas principales
3. Ramificaciones secundarias
4. Detalles y conexiones
5. Expansión y personalización",¿Cuántas partes se distinguen dentro del tema central?,"{'answer_start': [215], 'text': ['5']}"
5727dd9c4b864d1900163f681,etica 3,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué pasos adicionales se pueden tomar para expandir y personalizar el mapa mental de manera más detallada?,"{'answer_start': [82], 'text': ['agregando subramas o detalles adicionales']}"
5727dd9c4b864d1900163f900,TIC,Bibliografía: Debe citarse en orden alfabético. Contiene las referencias bibliográficas de los documentos utilizados en la investigación.,¿Cuáles son las características de la bibliografía en el informe del trabajo de integración curricular o titulación?,"{'answer_start': [14], 'text': ['Debe citarse en orden alfabético. Contiene las referencias bibliográficas de los documentos utilizados en la investigación']}"
5727dd9c4b864d1900163f1187,hvpin1,No se aceptarán trabajos fuera del plazo de entrega o por otro medio que no sea EVA-UNL (entorno virtual de aprendizaje UNL).,¿Es posible enviar trabajos después de la fecha límite de entrega?,"{'answer_start': [0], 'text': ['No']}"
5727dd9c4b864d1900163f936,TIC,"La autoría implica que cualquier problema legal que surja del contenido del informe, incluyendo el plagio, sería responsabilidad del autor (el estudiante), no de la universidad (UNL) o sus representantes.","¿Quién es el responsable legal en caso de que surjan problemas derivados del contenido del informe, como el plagio?","{'answer_start': [82], 'text': ['del autor (el estudiante)']}"
5727dd9c4b864d1900163f1126,hvpin1,aquellas que tengan indicios de copia o plagio tendrán una calificación equivalente a 0 (cero).,¿Qué castigo se aplica a los estudiantes que cometan plagio en sus trabajos académicos?,"{'answer_start': [47], 'text': ['Tendrán una calificación equivalente a 0 (cero)']}"
5727dd9c4b864d1900163f876,TIC,Discusión: Verifica las hipótesis de investigación. Evalúa las limitaciones o plantea proyecciones para el estudio.,¿Cuáles son las diferencias entre la sección de resultados y la de discusión en un informe académico?,"{'answer_start': [11], 'text': ['Verifica las hipótesis de investigación. Evalúa las limitaciones o plantea proyecciones para el estudio']}"
5727dd9c4b864d1900163f1333,etica21,¿Cómo han abordado esos dilemas y cómo han influido en sus decisiones?,¿Cuál es otra de las preguntas planteadas en la publicación inicial?,"{'answer_start': [0], 'text': ['¿Cómo han abordado esos dilemas y cómo han influido en sus decisiones?']}"
5727dd9c4b864d1900163f147,etica1,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué se propone hacer para investigar más a fondo los temas en el mapa mental?,"{'answer_start': [42], 'text': ['puedes expandir aún más el mapa mental']}"
5727dd9c4b864d1900163f1274,etica21,"Debate y discusión: En esta sección, los invito a debatir sobre los cuestionamientos de la moral y la ética profesional desde una perspectiva filosófica.",¿Qué se invita a debatir en la sección de debate y discusión?,"{'answer_start': [48], 'text': ['a debatir sobre los cuestionamientos de la moral y la ética profesional desde una perspectiva filosófica.']}"
5727dd9c4b864d1900163f1242,hvpin1,Realice el análisis y revisión de dos librerías aplicadas a un ejemplo de visión por computación. Utilice el ejemplo de clasificación de números o dígitos del 0 al 9.,¿Cuál es la tarea asignada para las actividades por realizar?,"{'answer_start': [0], 'text': ['Realice el análisis y revisión de dos librerías aplicadas a un ejemplo de visión por computación']}"
5727dd9c4b864d1900163f1039,hvpin1,Los atrasos en la presentación de tareas enviadas tendrán una calificación de 0 (cero).,¿Qué calificación se asigna a las tareas entregadas después del plazo?,"{'answer_start': [50], 'text': ['Tendrán una calificación de 0 (cero)']}"
5727dd9c4b864d1900163f81,etica1,"Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuál es la importancia de los subtemas en las ramificaciones secundarias del mapa mental?,"{'answer_start': [110], 'text': ['subtemas o aspectos específicos']}"
5727dd9c4b864d1900163f914,TIC,"Anexos: Deben ser numerados y poseer identificación respectiva. Debe estar referenciado en el cuerpo de la tesis con un número (si no, no tiene validez).",¿Qué elementos deben contener los anexos para ser considerados válidos dentro del informe?,"{'answer_start': [8], 'text': ['Deben ser numerados y poseer identificación respectiva. Debe estar referenciado en el cuerpo de la tesis con un número (si no, no tiene validez)']}"
5727dd9c4b864d1900163f1227,hvpin1,Se debe seguir el siguiente formato en el nombre del archivo digital de su tarea que facilite su ubicación: número del trabajo autónomo y nombre del estudiante respectivo.,¿Qué información debe contener el nombre del archivo del trabajo según las pautas?,"{'answer_start': [108], 'text': ['Número del trabajo autónomo y nombre del estudiante respectivo']}"
5727dd9c4b864d1900163f1079,hvpin1,Fecha: 09 de Noviembre de 2023,¿Cuándo debe entregarse la tarea según las instrucciones?,"{'answer_start': [7], 'text': ['09 de Noviembre de 2023']}"
5727dd9c4b864d1900163f144,etica1,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué se sugiere para explorar más a fondo los temas en el mapa mental?,"{'answer_start': [42], 'text': ['puedes expandir aún más el mapa mental']}"
5727dd9c4b864d1900163f611,etica2,"A.A. Mapa Mental: Control de Lectura Cap. 02 Ethics and Technology
Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.",¿Qué tipo de símbolo se debe utilizar para identificar el tema central en el mapa mental?,"{'answer_start': [162], 'text': ['un círculo o una imagen representativa.']}"
5727dd9c4b864d1900163f777,TIC,"Establecer un estándar para la presentación de trabajos de integración curricular y de titulación, proporcionando directrices claras para orientar a los estudiantes universitarios en la entrega de sus trabajos.",¿Cuál es la meta principal que se espera lograr con la implementación de la guía propuesta?,"{'answer_start': [1], 'text': ['Establecer un estándar para la presentación de trabajos de integración curricular y de titulación']}"
5727dd9c4b864d1900163f135,etica1,"Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuál es la naturaleza de los detalles que se pueden añadir en las ramificaciones secundarias del mapa mental?,"{'answer_start': [110], 'text': ['subtemas o aspectos específicos']}"
5727dd9c4b864d1900163f139,etica1,"Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuál es el propósito de añadir detalles en las ramificaciones secundarias del mapa mental?,"{'answer_start': [110], 'text': ['subtemas o aspectos específicos']}"
5727dd9c4b864d1900163f832,TIC,Introducción: No debe incluir resultados ni conclusiones. No debe exceder dos páginas y media.,¿Cuáles son las directrices para redactar una introducción concisa pero informativa?,"{'answer_start': [14], 'text': ['No debe incluir resultados ni conclusiones. No debe exceder dos páginas y media']}"
5727dd9c4b864d1900163f1197,hvpin1,Trabajo Aprendizaje Autónomo # 1: Tema: Revisión de librerías de visión por computador para ejemplo de clasificación de Dígitos. Fecha: 09 de Noviembre de 2023,¿Cuál es el tema del Trabajo de Aprendizaje Autónomo #1?,"{'answer_start': [40], 'text': ['Revisión de librerías de visión por computador para ejemplo de clasificación de Dígitos']}"
5727dd9c4b864d1900163f49,etica1,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.","¿Cuál es la mejor manera de profundizar en cada tema del mapa mental, según las instrucciones?","{'answer_start': [82], 'text': ['agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad']}"
5727dd9c4b864d1900163f1170,hvpin1,Se debe seguir el siguiente formato en el nombre del archivo digital de su tarea que facilite su ubicación: número del trabajo autónomo y nombre del estudiante respectivo.,¿Cuál es la manera adecuada de etiquetar el archivo de la tarea para su identificación?,"{'answer_start': [108], 'text': ['Número del trabajo autónomo y nombre del estudiante respectivo']}"
5727dd9c4b864d1900163f582,etica2,"Impacto de los cuestionamientos éticos en la sociedad y los individuos:
Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.","¿Qué secciones deben ser examinadas al analizar el impacto de los dilemas éticos en la sociedad y los individuos, específicamente en el contexto profesional de TI?","{'answer_start': [72], 'text': ['Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.']}"
5727dd9c4b864d1900163f695,etica 3,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Cuál es el propósito esencial de utilizar un mapa mental como medio para organizar y sintetizar información compleja?,"{'answer_start': [54], 'text': ['para organizar ideas y conceptos']}"
5727dd9c4b864d1900163f193,etica1,"Detalles y conexiones: En cada rama y ramificación, agrega detalles adicionales, palabras clave o ideas relacionadas. Puedes utilizar colores, íconos o líneas para resaltar conexiones y relaciones entre diferentes elementos del mapa mental.",¿Qué se sugiere para mejorar la comprensión de los temas en el mapa mental?,"{'answer_start': [52], 'text': ['agrega detalles adicionales']}"
5727dd9c4b864d1900163f436,etica2,"A.A.Ensayo Cuestionamientos de la Ética y Moral profesional.
1. Introducción:
2. Definición de ética y moral profesional:
3. Cuestionamientos éticos en el ámbito profesional de TI:
4. Impacto de los cuestionamientos éticos en la sociedad y los individuos:
5. Herramientas y enfoques para abordar los cuestionamientos éticos:
6. Reflexiones y conclusiones:",¿Qué secciones deben estar presentes en el ensayo según las pautas establecidas en el pasaje?,"{'answer_start': [64], 'text': ['Introducción, definición de ética y moral profesional, cuestionamientos éticos en TI, impacto de los cuestionamientos, herramientas y enfoques, reflexiones y conclusiones']}"
5727dd9c4b864d1900163f1256,etica21,Foro académico U1: Cuestionamientos de la moral y la ética profesional: Un análisis filosófico,¿Cuál es el título del foro académico U1 y cuál es su contenido central?,"{'answer_start': [19], 'text': ['Cuestionamientos de la moral y la ética profesional: Un análisis filosófico']}"
5727dd9c4b864d1900163f820,TIC,Resumen: Debe tener palabras clave. Entre 250 a 300 palabras.,¿Qué elementos son fundamentales en la elaboración del resumen?,"{'answer_start': [9], 'text': ['Debe tener palabras clave. Entre 250 a 300 palabras']}"
5727dd9c4b864d1900163f1199,hvpin1,Trabajo Aprendizaje Autónomo # 1: Tema: Revisión de librerías de visión por computador para ejemplo de clasificación de Dígitos. Fecha: 09 de Noviembre de 2023,¿Cuál es el enfoque principal del Trabajo de Aprendizaje Autónomo #1?,"{'answer_start': [40], 'text': ['Revisión de librerías de visión por computador para ejemplo de clasificación de Dígitos']}"
5727dd9c4b864d1900163f52,etica1,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Cuáles son las opciones para ajustar el mapa mental según las preferencias del estudiante?,"{'answer_start': [127], 'text': ['puedes adaptarla a tu propio estilo y preferencias']}"
5727dd9c4b864d1900163f231,etica1,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Cuál es el objetivo principal del mapa mental?,"{'answer_start': [28], 'text': ['es una herramienta visual']}"
5727dd9c4b864d1900163f117,etica1,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué se sugiere considerar al modificar el mapa mental de acuerdo con las experiencias y necesidades como estudiante universitario?,"{'answer_start': [222], 'text': ['propias experiencias y necesidades como estudiante universitario']}"
5727dd9c4b864d1900163f903,TIC,Bibliografía: Debe citarse en orden alfabético. Contiene las referencias bibliográficas de los documentos utilizados en la investigación.,¿Qué información se espera encontrar en la sección de referencias bibliográficas de un informe de investigación?,"{'answer_start': [14], 'text': ['Debe citarse en orden alfabético. Contiene las referencias bibliográficas de los documentos utilizados en la investigación']}"
5727dd9c4b864d1900163f1345,qualityLab3,"La aplicación debe permitir la ejecución de diversas técnicas de pruebas, entre las principales: Particiones de equivalencia Análisis de valores límite. Pruebas de tablas de decisión. Pruebas de transición de estado. Prueba y cobertura de sentencia. Prueba y cobertura de decisión.",¿Qué métodos de prueba deben estar habilitados en la aplicación?,"{'answer_start': [97], 'text': ['Particiones de equivalencia Análisis de valores límite. Pruebas de tablas de decisión. Pruebas de transición de estado. Prueba y cobertura de sentencia. Prueba y cobertura de decisión']}"
5727dd9c4b864d1900163f1050,hvpin1,"La tarea será presentada de forma individual, aquellas que tengan indicios de copia o plagio tendrán una calificación equivalente a 0 (cero).",¿Qué calificación se asigna a las tareas con contenido plagiado?,"{'answer_start': [93], 'text': ['Tendrán una calificación equivalente a 0 (cero)']}"
5727dd9c4b864d1900163f700,etica 3,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Qué tipo de estructura se sugiere para un mapa mental según las pautas?,"{'answer_start': [88], 'text': ['No hay una estructura fija']}"
5727dd9c4b864d1900163f68,etica1,"Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.",¿Qué se representa mediante el círculo central en el mapa mental?,"{'answer_start': [1], 'text': ['tema central']}"
5727dd9c4b864d1900163f502,etica2,"Herramientas y enfoques para abordar los cuestionamientos éticos:

Presenta diferentes herramientas y enfoques que los profesionales de TI pueden utilizar para abordar los cuestionamientos éticos.
Ejemplos de herramientas pueden incluir códigos de ética profesional, comités de ética, evaluaciones de impacto ético, entre otros.",¿Dónde se mencionan los comités de ética como parte de las estrategias de abordaje ético?,"{'answer_start': [1], 'text': ['Herramientas y enfoques para abordar los cuestionamientos éticos']}"
5727dd9c4b864d1900163f366,etica2,"Identifica y analiza los principales cuestionamientos éticos que pueden surgir en el ejercicio de la profesión de TI.
Ejemplos de cuestionamientos pueden incluir la privacidad de los datos, la seguridad de la información, la responsabilidad en el desarrollo de tecnologías, la equidad en el acceso a la tecnología, entre otros.",¿Cuáles son algunas instancias específicas de dilemas éticos en el campo de la tecnología mencionadas en el texto?,"{'answer_start': [161], 'text': ['la privacidad de los datos, la seguridad de la información, la responsabilidad en el desarrollo de tecnologías, la equidad en el acceso a la tecnología, entre otros.']}"
5727dd9c4b864d1900163f1098,hvpin1,al finalizar enviarla al EVA-UNL hasta las 23:59 pm del día Lunes 13 de Noviembre de 2023.,¿A qué hora se debe entregar la tarea?,"{'answer_start': [33], 'text': ['Hasta las 23:59 pm del día Lunes 13 de Noviembre de 2023']}"
5727dd9c4b864d1900163f692,etica 3,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Cuál es la utilidad principal de un mapa mental en la tarea de organizar y estructurar pensamientos y conceptos?,"{'answer_start': [54], 'text': ['para organizar ideas y conceptos']}"
5727dd9c4b864d1900163f604,etica2,"A.A. Mapa Mental: Control de Lectura Cap. 02 Ethics and Technology
Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.",¿Qué elemento debe ser el centro de atención en el mapa mental?,"{'answer_start': [126], 'text': ['Estudiantes universitarios']}"
5727dd9c4b864d1900163f293,etica2,"A.A.Ensayo Cuestionamientos de la Ética y Moral profesional.
Introducción:
Presenta el tema de los cuestionamientos éticos y morales en el ámbito profesional, con un enfoque específico en el campo de TI.",¿Cuál es el enfoque temático principal según la introducción del ensayo?,"{'answer_start': [11], 'text': ['Cuestionamientos éticos y morales en el ámbito profesional']}"
5727dd9c4b864d1900163f1167,hvpin1,Se debe seguir el siguiente formato en el nombre del archivo digital de su tarea que facilite su ubicación: número del trabajo autónomo y nombre del estudiante respectivo.,¿Cuál es la estructura recomendada para el nombre del archivo de la tarea?,"{'answer_start': [108], 'text': ['Número del trabajo autónomo y nombre del estudiante respectivo']}"
5727dd9c4b864d1900163f215,etica1,"Detalles y conexiones: En cada rama y ramificación, agrega detalles adicionales, palabras clave o ideas relacionadas. Puedes utilizar colores, íconos o líneas para resaltar conexiones y relaciones entre diferentes elementos del mapa mental.",¿Qué se puede añadir en cada rama y ramificación del mapa mental para enriquecerlo?,"{'answer_start': [52], 'text': ['agrega detalles adicionales, palabras clave o ideas relacionadas']}"
5727dd9c4b864d1900163f855,TIC,"Metodología: Debe estar redactada en pasado e impersonal. Abarca tres aspectos: área de estudio, procedimiento, procesamiento y análisis de datos.",¿Qué criterios se utilizan para evaluar la calidad de la metodología en un trabajo de investigación?,"{'answer_start': [13], 'text': ['Debe estar redactada en pasado e impersonal. Abarca tres aspectos: área de estudio, procedimiento, procesamiento y análisis de datos']}"
5727dd9c4b864d1900163f1309,etica21,"Conclusiones y recomendaciones: Llegando al final de nuestra discusión, los invito a realizar una conclusión personal sobre los cuestionamientos de la moral y la ética profesional.",¿Qué se propone hacer al llegar a la sección de conclusiones y recomendaciones?,"{'answer_start': [94], 'text': ['Una conclusión personal sobre los cuestionamientos de la moral y la ética profesional']}"
5727dd9c4b864d1900163f46,etica1,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué se aconseja hacer si se desea investigar más sobre cada tema en el mapa mental?,"{'answer_start': [82], 'text': ['agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad']}"
5727dd9c4b864d1900163f1375,qualityLab3,"Informe de resultados que debe indicar cómo se realizó la evaluación y las observaciones detectadas. Deberá incluir mínimo la planificación, el diseño y la ejecución de las pruebas.",¿Qué debe indicar el informe de resultados?,"{'answer_start': [39], 'text': ['cómo se realizó la evaluación y las observaciones detectadas']}"
5727dd9c4b864d1900163f305,etica2,"Presenta el tema de los cuestionamientos éticos y morales en el ámbito profesional, con un enfoque específico en el campo de TI.
Explica la importancia de la ética y la moral en el ejercicio de la profesión de TI y cómo pueden surgir dilemas éticos en este contexto",¿Cuál es el ámbito profesional específico que aborda el ensayo?,"{'answer_start': [125], 'text': ['TI(Tecnologías de la información)']}"
5727dd9c4b864d1900163f803,TIC,"Título: Debe ser el mismo que fue aprobado en el proyecto. Va en una sola página, con numeración con número en arábigos(no se muestra).",¿Cuáles son las directrices para la elaboración del título en el informe de trabajo de integración curricular o titulación?,"{'answer_start': [7], 'text': ['Debe ser el mismo que fue aprobado en el proyecto. Va en una sola página, con numeración con número en arábigos(no se muestra)']}"
5727dd9c4b864d1900163f557,etica2,Reflexiona sobre las posibles consecuencias negativas de la falta de ética y moral en el trabajo de los profesionales de TI.,¿Sobre qué temática se reflexiona en relación con los trabajadores de TI?,"{'answer_start': [11], 'text': ['sobre las posibles consecuencias negativas de la falta de ética y moral en el trabajo de los profesionales de TI.']}"
5727dd9c4b864d1900163f130,etica1,"Detalles y conexiones: En cada rama y ramificación, agrega detalles adicionales, palabras clave o ideas relacionadas. Puedes utilizar colores, íconos o líneas para resaltar conexiones y relaciones entre diferentes elementos del mapa mental.",¿Qué se recomienda para destacar conexiones entre elementos del mapa mental?,"{'answer_start': [118], 'text': ['Puedes utilizar colores, íconos o líneas para resaltar conexiones y relaciones entre diferentes elementos del mapa mental']}"
5727dd9c4b864d1900163f83,etica1,"Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuál es el propósito de incluir aspectos específicos en las ramificaciones secundarias del mapa mental?,"{'answer_start': [110], 'text': ['subtemas o aspectos específicos']}"
5727dd9c4b864d1900163f511,etica2,"Floridi, L. (2010). Information: A very short introduction. Oxford University Press.
Johnson, D. G. (2018). Computer ethics. In The Stanford Encyclopedia of Philosophy (Fall 2018 Edition). Retrieved from https://plato.stanford.edu/entries/ethics-computer/",¿De qué trata específicamente la referencia a Johnson 2018?,"{'answer_start': [246], 'text': ['Computer ethics']}"
5727dd9c4b864d1900163f1363,qualityLab3,"Tanto si encuentra una herramienta que permita aplicar la técnica o si no la encuentra, se debe explicar mediante un ejemplo como se aplica la técnica. El objetivo de esta explicación es que los alumnos puedan entender como se desarrolla la técnica manualmente, para esto se explicara con un ejemplo la técnica y se propondrá otro para que lo desarrollen los alumnos en clase.",¿Qué se debe hacer tanto si encuentra una herramienta que permita aplicar la técnica o si no la encuentra?,"{'answer_start': [88], 'text': ['se debe explicar mediante un ejemplo como se aplica la técnica']}"
5727dd9c4b864d1900163f388,etica2,"Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.
Reflexiona sobre las posibles consecuencias negativas de la falta de ética y moral en el trabajo de los profesionales de TI.","¿Qué se destaca como punto de reflexión en cuanto a las posibles consecuencias perjudiciales de la falta de ética y moral en el trabajo de los profesionales de TI, según se menciona en el párrafo?","{'answer_start': [143], 'text': ['sobre las posibles consecuencias negativas']}"
5727dd9c4b864d1900163f458,etica2,"Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.
Reflexiona sobre las posibles consecuencias negativas de la falta de ética y moral en el trabajo de los profesionales de TI.","¿Cómo pueden los dilemas éticos en TI influir en el entorno social y en las personas, como se menciona en el pasaje?","{'answer_start': [72], 'text': ['pueden afectar a la sociedad en general y a los individuos']}"
